player_name,normalized_player_name,nationality,season,competition,club_raw,appearances,goals,minutes,age_in_season,position,assists,goals_plus_assists,goals_minus_pk,penalty_goals,penalty_attempts,starts,sub_appearances,nineties_played,player_uid,multi_club_key
Ashley Ward,ashley ward,eng ENG,1997/98,Premier League,2 Teams,32,8,2693,26,FW,2,10,8,0,0,30,2,29.9,ashley ward|eng eng|1971,ashley ward|1997/98
Carlton Palmer,carlton palmer,eng ENG,1998/99,Premier League,2 Teams,32,0,2833,32,MF,1,1,0,0,0,31,1,31.5,carlton palmer|eng eng|1966,carlton palmer|1998/99
Andy Hinchcliffe,andy hinchcliffe,eng ENG,1997/98,Premier League,2 Teams,32,1,2711,28,DF,2,3,1,0,0,30,2,30.1,andy hinchcliffe|eng eng|1969,andy hinchcliffe|1997/98
Iain Dowie,iain dowie,nir NIR,1994/95,Premier League,2 Teams,32,9,2844,29,FW,1,10,,,,32,0,31.6,iain dowie|nir nir|1965,iain dowie|1994/95
Dan Petrescu,dan petrescu,ro ROU,1995/96,Premier League,2 Teams,32,2,2681,27,DF,8,10,,,,30,2,29.8,dan petrescu|ro rou|1968,dan petrescu|1995/96
Alex Mathie,alex mathie,sct SCO,1994/95,Premier League,2 Teams,31,4,1489,25,FW,0,4,4,0,0,25,6,16.5,alex mathie|sct sco|1969,alex mathie|1994/95
Julian Dicks,julian dicks,eng ENG,1993/94,Premier League,2 Teams,31,3,2759,24,DF,1,4,1,2,3,31,0,30.7,julian dicks|eng eng|1969,julian dicks|1993/94
John Hartson,john hartson,wls WAL,1998/99,Premier League,2 Teams,31,6,2445,23,FW,3,9,,,,28,3,27.2,john hartson|wls wal|1975,john hartson|1998/99
Guy Whittingham,guy whittingham,eng ENG,1994/95,Premier League,2 Teams,29,11,1925,29,FW,1,12,,,,20,9,21.4,guy whittingham|eng eng|1965,guy whittingham|1994/95
Carl Tiler,carl tiler,eng ENG,1998/99,Premier League,2 Teams,29,1,2541,28,DF,0,1,1,0,0,29,0,28.2,carl tiler|eng eng|1970,carl tiler|1998/99
Noel Whelan,noel whelan,eng ENG,1995/96,Premier League,2 Teams,29,8,2129,20,FW,3,11,,,,24,5,23.7,noel whelan|eng eng|1975,noel whelan|1995/96
Chris Kiwomya,chris kiwomya,eng ENG,1994/95,Premier League,2 Teams,29,6,1724,24,FW,3,9,6,0,0,18,11,19.2,chris kiwomya|eng eng|1970,chris kiwomya|1994/95
Mark Hughes,mark hughes,wls WAL,1999/00,Premier League,2 Teams,29,2,2420,35,FW,3,5,2,0,0,27,2,26.9,mark hughes|wls wal|1964,mark hughes|1999/00
Martin Keown,martin keown,eng ENG,1992/93,Premier League,2 Teams,29,0,2533,26,"DF,MF",0,0,0,0,0,28,1,28.1,martin keown|eng eng|1966,martin keown|1992/93
Efan Ekoku,efan ekoku,ng NGA,1994/95,Premier League,2 Teams,29,9,2455,27,FW,3,12,9,0,0,28,1,27.3,efan ekoku|ng nga|1967,efan ekoku|1994/95
David Burrows,david burrows,eng ENG,1993/94,Premier League,2 Teams,29,1,2402,24,DF,0,1,1,0,0,28,1,26.7,david burrows|eng eng|1969,david burrows|1993/94
Kevin Gallacher,kevin gallacher,sct SCO,1992/93,Premier League,2 Teams,29,11,2463,25,"FW,MF",7,18,11,0,0,28,1,27.4,kevin gallacher|sct sco|1967,kevin gallacher|1992/93
Paul Merson,paul merson,eng ENG,1998/99,Premier League,2 Teams,29,5,2159,30,"FW,MF",4,9,5,0,1,24,5,24,paul merson|eng eng|1968,paul merson|1998/99
John Beresford,john beresford,eng ENG,1997/98,Premier League,2 Teams,28,2,2365,30,DF,3,5,,,,27,1,26.3,john beresford|eng eng|1967,john beresford|1997/98
Garry Parker,garry parker,eng ENG,1994/95,Premier League,2 Teams,28,3,2379,28,MF,6,9,3,0,0,26,2,26.4,garry parker|eng eng|1966,garry parker|1994/95
Roy Wegerle,roy wegerle,us USA,1992/93,Premier League,2 Teams,28,4,1636,28,"FW,MF",0,4,4,0,0,16,12,18.2,roy wegerle|us usa|1964,roy wegerle|1992/93
Kenny Sansom,kenny sansom,eng ENG,1992/93,Premier League,2 Teams,28,1,2391,33,DF,3,4,1,0,0,27,1,26.6,kenny sansom|eng eng|1959,kenny sansom|1992/93
Garry Flitcroft,garry flitcroft,eng ENG,1995/96,Premier League,2 Teams,28,0,2286,22,MF,0,0,,,,28,0,25.4,garry flitcroft|eng eng|1973,garry flitcroft|1995/96
David Rocastle,david rocastle,eng ENG,1993/94,Premier League,2 Teams,28,3,2301,26,MF,4,7,,,,27,1,25.6,david rocastle|eng eng|1967,david rocastle|1993/94
Scott Sellars,scott sellars,eng ENG,1995/96,Premier League,2 Teams,28,3,2274,29,MF,5,8,,,,24,4,25.3,scott sellars|eng eng|1966,scott sellars|1995/96
Scot Gemmill,scot gemmill,sct SCO,1998/99,Premier League,2 Teams,27,1,2174,27,MF,1,2,1,0,0,25,2,24.2,scot gemmill|sct sco|1971,scot gemmill|1998/99
Neil Adams,neil adams,eng ENG,1993/94,Premier League,2 Teams,27,0,1738,27,MF,4,4,0,0,0,18,9,19.3,neil adams|eng eng|1966,neil adams|1993/94
Keith Gillespie,keith gillespie,nir NIR,1994/95,Premier League,2 Teams,26,3,1784,19,"FW,MF",3,6,,,,18,8,19.8,keith gillespie|nir nir|1975,keith gillespie|1994/95
Jim Magilton,jim magilton,nir NIR,1997/98,Premier League,2 Teams,26,1,1677,28,"DF,MF",0,1,1,0,0,18,8,18.6,jim magilton|nir nir|1969,jim magilton|1997/98
Lee Chapman,lee chapman,eng ENG,1994/95,Premier League,2 Teams,26,1,1572,34,FW,1,2,1,0,0,16,10,17.5,lee chapman|eng eng|1960,lee chapman|1994/95
Micky Hazard,micky hazard,eng ENG,1993/94,Premier League,2 Teams,26,2,1922,33,MF,2,4,1,1,1,20,6,21.4,micky hazard|eng eng|1960,micky hazard|1993/94
Andy Impey,andy impey,eng ENG,1998/99,Premier League,2 Teams,26,0,2070,26,"DF,MF",1,1,0,0,0,23,3,23,andy impey|eng eng|1972,andy impey|1998/99
Jason McAteer,jason mcateer,ie IRL,1998/99,Premier League,2 Teams,26,1,1889,27,MF,2,3,1,0,0,19,7,21,jason mcateer|ie irl|1971,jason mcateer|1998/99
Lars Bohinen,lars bohinen,no NOR,1995/96,Premier League,2 Teams,26,4,2125,25,MF,1,5,,,,24,2,23.6,lars bohinen|no nor|1970,lars bohinen|1995/96
Paul Williams,paul williams,eng ENG,1992/93,Premier League,2 Teams,25,1,1963,26,FW,2,3,1,0,0,22,3,21.8,paul williams|eng eng|1966,paul williams|1992/93
Dean Holdsworth,dean holdsworth,eng ENG,1997/98,Premier League,2 Teams,25,3,1753,28,FW,0,3,3,0,0,21,4,19.5,dean holdsworth|eng eng|1969,dean holdsworth|1997/98
Craig Maskell,craig maskell,eng ENG,1993/94,Premier League,2 Teams,24,4,1278,25,FW,0,4,3,1,1,14,10,14.2,craig maskell|eng eng|1968,craig maskell|1993/94
Lars Bohinen,lars bohinen,no NOR,1997/98,Premier League,2 Teams,24,2,1421,27,MF,3,5,2,0,0,14,10,15.8,lars bohinen|no nor|1970,lars bohinen|1997/98
Mike Marsh,mike marsh,eng ENG,1994/95,Premier League,2 Teams,31,2,2568,25,"FW,MF",2,4,2,0,0,28,3,28.5,mike marsh|eng eng|1969,mike marsh|1994/95
Benito Carbone,benito carbone,it ITA,1999/00,Premier League,2 Teams,31,5,2278,27,FW,5,10,4,1,1,25,6,25.3,benito carbone|it ita|1972,benito carbone|1999/00
David White,david white,eng ENG,1993/94,Premier League,2 Teams,31,6,2215,25,"FW,MF",1,7,,,,25,6,24.6,david white|eng eng|1968,david white|1993/94
Kevin Richardson,kevin richardson,eng ENG,1997/98,Premier League,2 Teams,31,0,2414,34,MF,3,3,0,0,0,28,3,26.8,kevin richardson|eng eng|1963,kevin richardson|1997/98
John Hartson,john hartson,wls WAL,1996/97,Premier League,2 Teams,30,8,2211,21,FW,3,11,8,0,0,25,5,24.6,john hartson|wls wal|1975,john hartson|1996/97
Lee Carsley,lee carsley,ie IRL,1998/99,Premier League,2 Teams,30,1,2558,24,MF,1,2,,,,27,3,28.4,lee carsley|ie irl|1974,lee carsley|1998/99
Kevin Scott,kevin scott,eng ENG,1993/94,Premier League,2 Teams,30,1,2622,26,DF,0,1,1,0,0,30,0,29.1,kevin scott|eng eng|1967,kevin scott|1993/94
Ruel Fox,ruel fox,ms MSR,1995/96,Premier League,2 Teams,30,6,2503,27,MF,6,12,,,,28,2,27.8,ruel fox|ms msr|1968,ruel fox|1995/96
Keith Gillespie,keith gillespie,nir NIR,1998/99,Premier League,2 Teams,23,1,1694,23,"FW,MF",3,4,1,0,0,18,5,18.8,keith gillespie|nir nir|1975,keith gillespie|1998/99
Graeme Le Saux,graeme le saux,eng ENG,1992/93,Premier League,2 Teams,23,0,1707,23,DF,3,3,0,0,0,19,4,19,graeme le saux|eng eng|1969,graeme le saux|1992/93
Earl Barrett,earl barrett,eng ENG,1997/98,Premier League,2 Teams,23,0,1862,30,DF,1,1,0,0,0,22,1,20.7,earl barrett|eng eng|1967,earl barrett|1997/98
Lawrie Sanchez,lawrie sanchez,nir NIR,1993/94,Premier League,2 Teams,23,2,1925,33,MF,3,5,2,0,0,21,2,21.4,lawrie sanchez|nir nir|1960,lawrie sanchez|1993/94
Earl Barrett,earl barrett,eng ENG,1994/95,Premier League,2 Teams,42,0,3680,27,DF,1,1,,,,41,1,40.9,earl barrett|eng eng|1967,earl barrett|1994/95
Teddy Sheringham,teddy sheringham,eng ENG,1992/93,Premier League,2 Teams,41,22,3663,26,FW,9,31,,,,41,0,40.7,teddy sheringham|eng eng|1966,teddy sheringham|1992/93
Dean Saunders,dean saunders,wls WAL,1992/93,Premier League,2 Teams,41,14,3640,28,FW,3,17,13,1,2,41,0,40.4,dean saunders|wls wal|1964,dean saunders|1992/93
Tim Flowers,tim flowers,eng ENG,1993/94,Premier League,2 Teams,41,0,3690,26,GK,0,0,0,0,0,41,0,41,tim flowers|eng eng|1967,tim flowers|1993/94
Neil Shipperley,neil shipperley,eng ENG,1994/95,Premier League,2 Teams,39,6,2247,19,FW,3,9,6,0,0,35,4,25,neil shipperley|eng eng|1975,neil shipperley|1994/95
Darren Peacock,darren peacock,eng ENG,1993/94,Premier League,2 Teams,39,3,3510,25,DF,2,5,,,,39,0,39,darren peacock|eng eng|1968,darren peacock|1993/94
Ruel Fox,ruel fox,ms MSR,1993/94,Premier League,2 Teams,39,9,3448,25,MF,11,20,,,,39,0,38.3,ruel fox|ms msr|1968,ruel fox|1993/94
Robert Rosario,robert rosario,eng ENG,1992/93,Premier League,2 Teams,38,5,3318,26,FW,7,12,,,,38,0,36.9,robert rosario|eng eng|1966,robert rosario|1992/93
John Scales,john scales,eng ENG,1994/95,Premier League,2 Teams,38,2,3315,28,DF,0,2,2,0,0,38,0,36.8,john scales|eng eng|1966,john scales|1994/95
Rio Ferdinand,rio ferdinand,eng ENG,2000/01,Premier League,2 Teams,35,2,3049,21,DF,0,2,2,0,0,35,0,33.9,rio ferdinand|eng eng|1979,rio ferdinand|2000/01
Pascal Chimbonda,pascal chimbonda,fr FRA,2006/07,Premier League,2 Teams,35,1,2927,27,DF,3,4,1,0,0,34,1,32.5,pascal chimbonda|fr fra|1979,pascal chimbonda|2006/07
Jermaine Jenas,jermaine jenas,eng ENG,2005/06,Premier League,2 Teams,34,6,2853,22,MF,4,10,6,0,0,33,1,31.7,jermaine jenas|eng eng|1983,jermaine jenas|2005/06
Steve Kabba,steve kabba,eng ENG,2006/07,Premier League,2 Teams,18,0,740,25,FW,2,2,0,0,0,6,12,8.2,steve kabba|eng eng|1981,steve kabba|2006/07
Dwight Yorke,dwight yorke,tt TRI,2004/05,Premier League,2 Teams,17,2,716,32,"FW,MF",0,2,2,0,0,6,11,8,dwight yorke|tt tri|1972,dwight yorke|2004/05
Florent Sinama Pongolle,florent sinama pongolle,fr FRA,2005/06,Premier League,2 Teams,17,1,979,20,FW,1,2,1,0,0,11,6,10.9,florent sinama pongolle|fr fra|1985,florent sinama pongolle|2005/06
Mark Pembridge,mark pembridge,wls WAL,2003/04,Premier League,2 Teams,16,1,1034,32,MF,2,3,1,0,0,13,3,11.5,mark pembridge|wls wal|1971,mark pembridge|2003/04
Wayne Routledge,wayne routledge,eng ENG,2005/06,Premier League,2 Teams,16,0,609,20,"FW,MF",3,3,0,0,0,5,11,6.8,wayne routledge|eng eng|1985,wayne routledge|2005/06
David Thompson,david thompson,eng ENG,2005/06,Premier League,2 Teams,16,2,813,27,MF,1,3,2,0,0,9,7,9,david thompson|eng eng|1978,david thompson|2005/06
Michael Brown,michael brown,eng ENG,2005/06,Premier League,2 Teams,16,0,774,28,MF,0,0,0,0,0,8,8,8.6,michael brown|eng eng|1977,michael brown|2005/06
Calum Davenport,calum davenport,eng ENG,2006/07,Premier League,2 Teams,16,1,1240,23,DF,1,2,1,0,0,13,3,13.8,calum davenport|eng eng|1983,calum davenport|2006/07
Michael Bridges,michael bridges,eng ENG,2003/04,Premier League,2 Teams,16,0,343,24,"FW,MF",0,0,0,0,0,1,15,3.8,michael bridges|eng eng|1979,michael bridges|2003/04
Steve Howey,steve howey,eng ENG,2003/04,Premier League,2 Teams,16,1,1188,31,DF,0,1,1,0,0,15,1,13.2,steve howey|eng eng|1972,steve howey|2003/04
David Unsworth,david unsworth,eng ENG,2006/07,Premier League,2 Teams,15,1,1011,32,DF,1,2,0,1,2,11,4,11.2,david unsworth|eng eng|1974,david unsworth|2006/07
Matt Jones,matt jones,wls WAL,2000/01,Premier League,2 Teams,15,0,994,19,MF,0,0,0,0,0,13,2,11,matt jones|wls wal|1981,matt jones|2000/01
Steve Staunton,steve staunton,ie IRL,2000/01,Premier League,2 Teams,15,0,1123,31,"DF,MF",2,2,0,0,0,13,2,12.5,steve staunton|ie irl|1969,steve staunton|2000/01
Stephen Warnock,stephen warnock,eng ENG,2006/07,Premier League,2 Teams,14,1,1220,24,DF,2,3,1,0,0,14,0,13.6,stephen warnock|eng eng|1982,stephen warnock|2006/07
Eyal Berkovic,eyal berkovic,il ISR,2003/04,Premier League,2 Teams,14,1,961,31,MF,1,2,1,0,0,10,4,10.7,eyal berkovic|il isr|1972,eyal berkovic|2003/04
Alexandre Song,alexandre song,cm CMR,2006/07,Premier League,2 Teams,14,0,1040,18,"DF,MF",1,1,0,0,0,13,1,11.6,alexandre song|cm cmr|1988,alexandre song|2006/07
Kieran Richardson,kieran richardson,eng ENG,2004/05,Premier League,2 Teams,14,3,910,19,"DF,MF",1,4,3,0,0,11,3,10.1,kieran richardson|eng eng|1985,kieran richardson|2004/05
Graham Stuart,graham stuart,eng ENG,2004/05,Premier League,2 Teams,12,0,917,33,"FW,MF",1,1,0,0,0,11,1,10.2,graham stuart|eng eng|1971,graham stuart|2004/05
Javier Mascherano,javier mascherano,ar ARG,2006/07,Premier League,2 Teams,12,0,850,22,"DF,MF",0,0,0,0,0,10,2,9.4,javier mascherano|ar arg|1984,javier mascherano|2006/07
Stan Collymore,stan collymore,eng ENG,2000/01,Premier League,2 Teams,12,3,703,29,FW,0,3,3,0,0,6,6,7.8,stan collymore|eng eng|1971,stan collymore|2000/01
Celestine Babayaro,celestine babayaro,ng NGA,2004/05,Premier League,2 Teams,11,0,908,25,"DF,MF",2,2,0,0,0,10,1,10.1,celestine babayaro|ng nga|1979,celestine babayaro|2004/05
Eric Djemba-Djemba,eric djemba-djemba,cm CMR,2004/05,Premier League,2 Teams,11,0,638,23,MF,0,0,0,0,0,7,4,7.1,eric djemba-djemba|cm cmr|1981,eric djemba-djemba|2004/05
David Ginola,david ginola,fr FRA,2001/02,Premier League,2 Teams,10,0,309,34,"FW,MF",0,0,0,0,0,2,8,3.4,david ginola|fr fra|1967,david ginola|2001/02
NoÃ© Pamarot,noa© pamarot,fr FRA,2005/06,Premier League,2 Teams,10,0,496,26,DF,0,0,0,0,0,4,6,5.5,noa© pamarot|fr fra|1979,noa© pamarot|2005/06
Salif Diao,salif diao,sn SEN,2004/05,Premier League,2 Teams,10,0,574,27,MF,0,0,0,0,0,6,4,6.4,salif diao|sn sen|1977,salif diao|2004/05
Matt Jansen,matt jansen,eng ENG,2005/06,Premier League,2 Teams,10,0,374,27,FW,1,1,0,0,0,4,6,4.2,matt jansen|eng eng|1978,matt jansen|2005/06
Svetoslav Todorov,svetoslav todorov,bg BUL,2006/07,Premier League,2 Teams,9,2,330,27,FW,0,2,2,0,,3,6,3.7,svetoslav todorov|bg bul|1979,svetoslav todorov|2006/07
Calum Davenport,calum davenport,eng ENG,2004/05,Premier League,2 Teams,8,0,509,21,DF,0,0,0,0,0,5,3,5.7,calum davenport|eng eng|1983,calum davenport|2004/05
Sander Westerveld,sander westerveld,nl NED,2005/06,Premier League,2 Teams,8,0,720,30,GK,0,0,0,0,0,8,0,8,sander westerveld|nl ned|1975,sander westerveld|2005/06
Mikael Forssell,mikael forssell,fi FIN,2004/05,Premier League,2 Teams,5,0,353,23,FW,1,1,0,0,0,4,1,3.9,mikael forssell|fi fin|1981,mikael forssell|2004/05
Jon Otsemobor,jon otsemobor,eng ENG,2003/04,Premier League,2 Teams,5,0,365,20,DF,0,0,0,0,0,5,0,4.1,jon otsemobor|eng eng|1983,jon otsemobor|2003/04
Tahar El Khalej,tahar el khalej,ma MAR,2002/03,Premier League,2 Teams,4,0,198,34,"DF,MF",0,0,0,0,0,2,2,2.2,tahar el khalej|ma mar|1968,tahar el khalej|2002/03
Marcus Bent,marcus bent,eng ENG,2001/02,Premier League,2 Teams,34,9,2171,23,FW,2,11,9,0,,23,11,24.1,marcus bent|eng eng|1978,marcus bent|2001/02
Olivier Bernard,olivier bernard,fr FRA,2004/05,Premier League,2 Teams,34,0,2781,24,DF,3,3,0,0,0,31,3,30.9,olivier bernard|fr fra|1980,olivier bernard|2004/05
Kevin Kilbane,kevin kilbane,ie IRL,2006/07,Premier League,2 Teams,33,1,2452,29,"DF,MF",6,7,1,0,0,28,5,27.2,kevin kilbane|ie irl|1977,kevin kilbane|2006/07
Louis Saha,louis saha,fr FRA,2003/04,Premier League,2 Teams,33,20,2560,24,FW,7,27,,,,29,4,28.4,louis saha|fr fra|1979,louis saha|2003/04
Paul Konchesky,paul konchesky,eng ENG,2003/04,Premier League,2 Teams,33,0,2311,22,"DF,FW",3,3,0,0,0,27,6,25.7,paul konchesky|eng eng|1981,paul konchesky|2003/04
Chris Makin,chris makin,eng ENG,2000/01,Premier League,2 Teams,33,0,2792,27,DF,3,3,0,0,0,31,2,31,chris makin|eng eng|1973,chris makin|2000/01
Ashley Young,ashley young,eng ENG,2006/07,Premier League,2 Teams,33,5,2779,21,"DF,FW",6,11,2,0,0,31,2,30.9,ashley young|eng eng|1985,ashley young|2006/07
Nolberto Solano,nolberto solano,pe PER,2005/06,Premier League,2 Teams,32,6,2329,30,MF,2,8,6,0,0,29,3,25.9,nolberto solano|pe per|1975,nolberto solano|2005/06
Dean Windass,dean windass,eng ENG,2000/01,Premier League,2 Teams,32,5,2675,31,"FW,MF",2,7,5,0,0,30,2,29.7,dean windass|eng eng|1969,dean windass|2000/01
Robbie Fowler,robbie fowler,eng ENG,2001/02,Premier League,2 Teams,32,15,2518,26,FW,4,19,12,0,1,30,2,28,robbie fowler|eng eng|1975,robbie fowler|2001/02
Emerson Thome,emerson thome,br BRA,2000/01,Premier League,2 Teams,32,1,2796,28,DF,0,1,1,0,0,31,1,31.1,emerson thome|br bra|1972,emerson thome|2000/01
Nigel Quashie,nigel quashie,sct SCO,2004/05,Premier League,2 Teams,32,1,2863,26,MF,2,3,,,,32,0,31.8,nigel quashie|sct sco|1978,nigel quashie|2004/05
Rufus Brevett,rufus brevett,eng ENG,2002/03,Premier League,2 Teams,32,0,2643,32,DF,0,0,0,0,0,31,1,29.4,rufus brevett|eng eng|1970,rufus brevett|2002/03
Robbie Keane,robbie keane,ie IRL,2002/03,Premier League,2 Teams,32,14,2524,22,FW,1,15,14,0,0,29,3,28,robbie keane|ie irl|1980,robbie keane|2002/03
Michael Ricketts,michael ricketts,eng ENG,2002/03,Premier League,2 Teams,31,7,1936,23,FW,0,7,,,,18,13,21.5,michael ricketts|eng eng|1979,michael ricketts|2002/03
Scott Parker,scott parker,eng ENG,2003/04,Premier League,2 Teams,31,3,2366,22,MF,2,5,1,0,0,27,4,26.3,scott parker|eng eng|1981,scott parker|2003/04
Marcus Bent,marcus bent,eng ENG,2005/06,Premier League,2 Teams,31,3,1792,27,FW,0,3,3,0,0,19,12,19.9,marcus bent|eng eng|1978,marcus bent|2005/06
Lucas Neill,lucas neill,au AUS,2006/07,Premier League,2 Teams,31,0,2699,28,DF,5,5,0,0,2,31,0,30,lucas neill|au aus|1978,lucas neill|2006/07
James Milner,james milner,eng ENG,2005/06,Premier League,2 Teams,30,1,2466,19,"DF,MF",8,9,1,0,0,28,2,27.4,james milner|eng eng|1986,james milner|2005/06
Jason McAteer,jason mcateer,ie IRL,2001/02,Premier League,2 Teams,30,2,2241,30,MF,3,5,2,0,0,24,6,24.9,jason mcateer|ie irl|1971,jason mcateer|2001/02
Jamie Redknapp,jamie redknapp,eng ENG,2004/05,Premier League,2 Teams,30,,2190,31,MF,3,,,,,25,5,24.3,jamie redknapp|eng eng|1973,jamie redknapp|2004/05
Lomana LuaLua,lomana lualua,cd COD,2003/04,Premier League,2 Teams,29,4,1151,22,"FW,MF",1,5,4,0,0,14,15,12.8,lomana lualua|cd cod|1981,lomana lualua|2003/04
Rob Lee,rob lee,eng ENG,2001/02,Premier League,2 Teams,29,1,2395,35,MF,3,4,1,0,0,28,1,26.6,rob lee|eng eng|1966,rob lee|2001/02
Simon Davies,simon davies,wls WAL,2006/07,Premier League,2 Teams,29,2,2343,26,MF,3,5,2,0,0,27,2,26,simon davies|wls wal|1980,simon davies|2006/07
LuÃ­s Boa Morte,lua­s boa morte,pt POR,2006/07,Premier League,2 Teams,29,1,1875,28,"FW,MF",3,4,1,0,0,20,9,20.8,lua­s boa morte|pt por|1978,lua­s boa morte|2006/07
Amdy Faye,amdy faye,sn SEN,2004/05,Premier League,2 Teams,29,0,2231,27,"DF,MF",0,0,0,0,0,25,4,24.8,amdy faye|sn sen|1977,amdy faye|2004/05
Danny Murphy,danny murphy,eng ENG,2005/06,Premier League,2 Teams,28,4,1776,28,MF,8,12,3,1,1,19,9,19.7,danny murphy|eng eng|1977,danny murphy|2005/06
Richard Dunne,richard dunne,ie IRL,2000/01,Premier League,2 Teams,28,0,2409,20,DF,0,0,0,0,0,27,1,26.8,richard dunne|ie irl|1980,richard dunne|2000/01
Jonathan Woodgate,jonathan woodgate,eng ENG,2002/03,Premier League,2 Teams,28,1,2451,22,DF,2,3,1,0,0,28,0,27.2,jonathan woodgate|eng eng|1980,jonathan woodgate|2002/03
Dean Richards,dean richards,eng ENG,2001/02,Premier League,2 Teams,28,2,2475,27,DF,1,3,2,0,0,28,0,27.5,dean richards|eng eng|1974,dean richards|2001/02
Andy O'Brien,andy o'brien,ie IRL,2000/01,Premier League,2 Teams,27,1,2310,21,DF,0,1,1,0,0,26,1,25.7,andy o'brien|ie irl|1979,andy o'brien|2000/01
John Curtis,john curtis,eng ENG,2003/04,Premier League,2 Teams,27,0,1699,24,DF,0,0,0,0,0,24,3,18.9,john curtis|eng eng|1979,john curtis|2003/04
Dean Sturridge,dean sturridge,eng ENG,2000/01,Premier League,2 Teams,27,4,1370,27,FW,4,8,4,0,0,15,12,15.2,dean sturridge|eng eng|1973,dean sturridge|2000/01
Laurent Charvet,laurent charvet,fr FRA,2000/01,Premier League,2 Teams,27,0,1970,27,DF,1,1,0,0,0,23,4,21.9,laurent charvet|fr fra|1973,laurent charvet|2000/01
Milan BaroÅ¡,milan baroa¡,cz CZE,2005/06,Premier League,2 Teams,27,8,2072,23,FW,3,11,8,0,1,24,3,23,milan baroa¡|cz cze|1982,milan baroa¡|2005/06
Robbie Savage,robbie savage,wls WAL,2004/05,Premier League,2 Teams,27,4,2337,29,MF,3,7,,,,27,0,26,robbie savage|wls wal|1975,robbie savage|2004/05
Don Hutchison,don hutchison,sct SCO,2001/02,Premier League,2 Teams,26,1,2181,30,MF,2,3,1,0,0,26,0,24.2,don hutchison|sct sco|1971,don hutchison|2001/02
Paul Jones,paul jones,wls WAL,2003/04,Premier League,3 Teams,26,0,2340,36,GK,0,0,0,0,0,26,0,26,paul jones|wls wal|1967,paul jones|2003/04
Benito Carbone,benito carbone,it ITA,2001/02,Premier League,2 Teams,26,2,2196,29,FW,8,10,2,0,0,26,0,24.4,benito carbone|it ita|1972,benito carbone|2001/02
Andy Cole,andy cole,eng ENG,2001/02,Premier League,2 Teams,26,13,1991,29,FW,5,18,9,0,0,22,4,22.1,andy cole|eng eng|1972,andy cole|2001/02
Dan Petrescu,dan petrescu,ro ROU,2000/01,Premier League,2 Teams,26,3,1964,32,DF,2,5,3,0,0,24,2,21.8,dan petrescu|ro rou|1968,dan petrescu|2000/01
Les Ferdinand,les ferdinand,eng ENG,2002/03,Premier League,2 Teams,25,4,1265,35,FW,1,5,4,0,0,16,9,14.1,les ferdinand|eng eng|1967,les ferdinand|2002/03
Lee Bowyer,lee bowyer,eng ENG,2002/03,Premier League,2 Teams,25,3,2207,25,MF,2,5,3,0,0,25,0,24.5,lee bowyer|eng eng|1977,lee bowyer|2002/03
Alan Stubbs,alan stubbs,eng ENG,2005/06,Premier League,2 Teams,24,1,1937,33,DF,0,1,1,0,0,21,3,21.5,alan stubbs|eng eng|1972,alan stubbs|2005/06
Martin Taylor,martin taylor,eng ENG,2003/04,Premier League,2 Teams,23,1,1899,23,DF,0,1,1,0,0,21,2,21.1,martin taylor|eng eng|1980,martin taylor|2003/04
Ugo Ehiogu,ugo ehiogu,eng ENG,2000/01,Premier League,2 Teams,23,3,1956,27,DF,1,4,3,0,0,22,1,21.7,ugo ehiogu|eng eng|1973,ugo ehiogu|2000/01
Abel Xavier,abel xavier,pt POR,2001/02,Premier League,2 Teams,22,1,1658,28,DF,2,3,1,0,0,20,2,18.4,abel xavier|pt por|1973,abel xavier|2001/02
Nolberto Solano,nolberto solano,pe PER,2003/04,Premier League,2 Teams,22,0,1514,28,MF,5,5,0,0,0,18,4,16.8,nolberto solano|pe per|1975,nolberto solano|2003/04
James Beattie,james beattie,eng ENG,2004/05,Premier League,2 Teams,22,4,1375,26,FW,1,5,2,2,2,18,4,15.3,james beattie|eng eng|1978,james beattie|2004/05
Gary Walsh,gary walsh,eng ENG,2000/01,Premier League,2 Teams,22,0,1972,32,GK,0,0,0,0,0,22,0,21.9,gary walsh|eng eng|1968,gary walsh|2000/01
Brian Deane,brian deane,eng ENG,2001/02,Premier League,2 Teams,22,7,1707,33,FW,1,8,7,0,0,19,3,19,brian deane|eng eng|1968,brian deane|2001/02
Kevin Campbell,kevin campbell,eng ENG,2004/05,Premier League,2 Teams,22,3,1611,34,FW,1,4,3,0,0,20,2,17.9,kevin campbell|eng eng|1970,kevin campbell|2004/05
Ben Thatcher,ben thatcher,wls WAL,2006/07,Premier League,2 Teams,22,0,1867,30,DF,2,2,0,0,0,21,1,20.7,ben thatcher|wls wal|1976,ben thatcher|2006/07
Seth Johnson,seth johnson,eng ENG,2001/02,Premier League,2 Teams,21,0,1662,22,"FW,MF",1,1,0,0,0,19,2,18.5,seth johnson|eng eng|1979,seth johnson|2001/02
Robbie Fowler,robbie fowler,eng ENG,2002/03,Premier League,2 Teams,21,4,1204,27,FW,1,5,1,1,1,14,7,13.4,robbie fowler|eng eng|1975,robbie fowler|2002/03
Djimi TraorÃ©,djimi traora©,ml MLI,2006/07,Premier League,2 Teams,21,0,1605,26,DF,0,0,0,0,0,21,0,17.8,djimi traora©|ml mli|1980,djimi traora©|2006/07
